koi_period,koi_duration,koi_depth,koi_model_snr,koi_impact,koi_time0bk,koi_steff,koi_slogg,koi_srad,koi_smet,koi_kepmag,duty_cycle,rp_rs,koi_disposition
109.445.059.700,379.200,"1,27E+07",30.10,1.490,1.979.832.000,5403.00,4.500,8.680,0,14.937,"0,0000001443646707","3,563144679",CONFIRMED
7.560.522.090,385.730,"6,60E+06",34.60,220,1.344.788.900,5895.00,4.503,9.400,-200,15.986,"0,000002125790143","2,568657237",CONFIRMED
12.124.017.370,330.910,"7,88E+06",40.10,290,1.349.550.000,5094.00,4.469,8.700,1.600,15.090,"0,00000113723993","2,80784615",CONFIRMED
9.387.406.460,161.650,"3,85E+06",22.30,9.460,1.373.838.300,4500.00,4.656,6.460,-200,14.028,"0,0000007174949434","1,961122128",CONFIRMED
7.415.564.710,197.300,"1,50E+06",11.80,4.340,1.378.151.200,4500.00,4.656,6.460,-200,14.028,"0,000001108591679","1,226376777",CONFIRMED
24.210.197.300,404.600,"4,58E+06",14.10,4.500,1.414.698.000,4650.00,4.589,7.060,-400,15.549,"0,0000006963319268","2,140093456",CONFIRMED
23.899.007.500,1.595.500,"2,93E+06",61.50,1.530,1.513.984.700,5511.00,3.914,1.9300,1.000,13.153,"0,000002781670606","1,712892291",CONFIRMED
6.221.611.070,341.170,"1,65E+06",29.00,8.380,1.319.909.400,6277.00,4.417,1.0970,-200,13.977,"0,000002284844955","1,284523258",CONFIRMED
6.179.985.080,210.940,"7,51E+06",29.00,1.750,1.327.227.800,5149.00,4.551,7.910,-200,15.801,"0,000001422198687","2,739525506",CONFIRMED
1.569.066.598,278.030,"1,47E+06",48.70,970,1.330.403.200,5821.00,4.172,1.3950,1.200,13.930,"0,000007383104929","1,213260071",CONFIRMED
9.590.685.860,345.200,"5,45E+06",40.00,3.590,1.326.826.400,5476.00,3.904,1.6730,-5.600,13.237,"0,000001499718951","2,333666643",CONFIRMED
7.039.329.130,351.400,"8,37E+06",48.60,9.560,1.338.543.300,5846.00,4.278,1.2400,1.400,14.915,"0,000002079980407","2,892576706",CONFIRMED
49.607.577.100,295.750,"6,27E+06",44.90,7.640,1.384.151.700,5187.00,4.592,7.740,0,13.218,"0,0000002484079527","2,503397691",CONFIRMED
16.841.833.550,261.940,"8,22E+06",23.60,6.880,1.379.944.300,5602.00,4.404,1.1990,1.000,14.306,"0,0000006480391006","2,867228627",CONFIRMED
7.340.714.946,299.870,"8,51E+07",856.30,5.680,1.343.457.036,6056.00,4.191,1.4980,3.600,14.412,"0,000001702093519","9,225237124",CONFIRMED
12.551.110.990,312.930,"4,94E+06",33.20,5.190,1.372.622.600,4213.00,4.669,5.980,-2.000,14.731,"0,000001038852259","2,222836026",CONFIRMED
3.003.879.547,328.480,"8,54E+07",80.80,3.380,1.347.098.740,6311.00,4.398,1.1720,2.100,14.996,"0,000004556330057","9,240129869",CONFIRMED
24.088.417.800,395.200,"3,87E+06",21.00,3.760,1.344.217.800,4213.00,4.669,5.980,-2.000,14.731,"0,0000006835927043","1,96773982",CONFIRMED
12.758.000.920,418.280,"1,88E+06",41.70,110,1.339.588.800,5782.00,4.340,1.0950,-200,12.776,"0,000001366070864","1,370766209",CONFIRMED
5.470.333.760,314.410,"1,12E+06",32.70,740,1.314.954.800,5782.00,4.340,1.0950,-200,12.776,"0,00000239481122","1,058300524",CONFIRMED
6.511.123.850,169.190,"6,95E+06",38.40,8.820,1.317.064.600,6032.00,4.465,1.2010,-200,15.214,"0,000001082698394","2,636474919",CONFIRMED
23.851.633.210,244.530,"8,34E+06",28.60,8.800,1.476.145.600,6032.00,4.465,1.2010,-200,15.214,"0,0000004271720058","2,887386361",CONFIRMED
2.714.078.374,131.150,"1,44E+06",36.80,8.680,1.337.117.900,5815.00,4.461,9.920,1.200,12.987,"0,000002013421346","1,197914855",CONFIRMED
122.879.954.300,783.500,"7,18E+06",41.90,8.720,1.654.635.600,5413.00,4.510,8.610,0,13.800,"0,0000002656725706","2,678992348",CONFIRMED
4.887.531.110,203.400,"6,80E+06",17.40,1.470,1.327.078.300,5568.00,4.499,9.570,4.400,15.768,"0,000001734004308","2,606913884",CONFIRMED
6.147.283.410,276.450,"1,20E+06",26.80,1.880,1.348.728.900,4997.00,4.598,7.460,0,12.906,"0,000001873795176","1,094074952",CONFIRMED
2.800.111.267,102.370,"7,07E+06",33.50,8.060,1.320.486.500,4786.00,4.579,7.040,-2.000,15.229,"0,000001523302562","2,658382967",CONFIRMED
34.351.133.900,444.080,"5,99E+06",28.80,8.800,1.341.904.600,6091.00,4.487,9.670,-1.400,14.998,"0,0000005386527672","2,448264692",CONFIRMED
3.413.036.353,261.366,"3,87E+07",480.70,460,1.324.430.540,5392.00,4.314,1.0870,1.800,14.622,"0,000003190780547","6,219887459",CONFIRMED
3.007.250.680,443.020,"2,86E+06",30.00,8.970,1.319.048.400,5667.00,4.587,7.810,-3.600,15.620,"0,000006138220132","1,690562037",CONFIRMED
4.194.496.867,178.070,"6,61E+06",45.00,8.630,1.341.351.100,3706.00,4.747,5.220,2.600,14.404,"0,000001768885177","2,570408528",CONFIRMED
6.355.856.820,155.000,"1,77E+06",9.20,9.120,1.374.983.700,3706.00,4.747,5.220,2.600,14.404,"0,000001016123163","1,328909327",CANDIDATE
1.970.340.203,179.010,"4,03E+06",56.30,8.590,1.319.483.890,4883.00,3.972,1.6670,5.600,14.438,"0,000003785513785","2,007984064",CONFIRMED
5.058.213.380,113.200,"7,48E+06",43.20,1.1940,1.357.024.540,4883.00,3.972,1.6670,5.600,14.438,"0,000000932476808","2,735507266",CONFIRMED
26.853.236.470,445.570,"9,66E+06",53.30,100,1.433.130.300,5329.00,4.455,8.690,-1.400,14.812,"0,0000006913660738","3,107732292",CONFIRMED
25.098.508.300,277.270,"1,68E+06",21.30,8.140,1.455.682.900,5782.00,4.340,1.0950,-200,12.776,"0,0000004603029203","1,294604187",CONFIRMED
34.268.574.100,482.510,"6,99E+06",38.20,6.770,1.470.514.300,5083.00,4.468,8.720,1.800,14.685,"0,0000005866769733","2,644428105",CONFIRMED
5.753.215.390,179.480,"7,34E+06",31.80,9.210,1.367.561.700,5445.00,4.510,9.290,4.800,15.196,"0,000001299852835","2,708874305",CONFIRMED
5.508.606.990,307.880,"2,04E+06",38.20,8.790,1.322.983.000,5448.00,4.489,8.830,0,13.317,"0,000002328779918","1,427935573",CONFIRMED
18.930.551.190,337.200,"6,84E+06",26.20,5.830,1.432.505.800,5015.00,3.987,1.6430,3.600,14.417,"0,0000007421865248","2,615339366",CONFIRMED
42.943.862.580,375.910,"9,21E+07",273.00,1.2850,1.552.065.150,5750.00,4.400,9.400,-4.200,14.708,"0,0000003647300388","9,595780323",FALSE POSITIVE
22.064.020.000,410.000,"3,89E+06",31.50,9.410,1.489.199.000,6232.00,4.432,1.0900,700,13.698,"0,000000774262049","1,971547615",CONFIRMED
5.756.245.244,107.100,"6,24E+06",45.50,8.880,1.339.034.210,4931.00,4.605,7.340,0,13.708,"0,0000007752449402","2,49719843",CONFIRMED
148.460.181.900,549.900,"1,53E+07",33.70,8.080,1.513.868.600,5159.00,4.548,8.210,1.600,14.839,"0,0000001543343118","3,9142049",CONFIRMED
934.885.365,140.830,"2,70E+06",57.80,7.310,1.315.806.760,4777.00,3.909,1.7950,5.600,14.145,"0,000006276616242","1,644384383",CONFIRMED
25.762.684.600,690.800,"6,20E+06",38.00,3.270,1.476.963.000,5739.00,4.381,1.0690,1.400,15.087,"0,000001117248989","2,488975693",CONFIRMED
11.031.783.600,475.300,"1,82E+06",14.10,4.050,3.623.431.000,5739.00,4.381,1.0690,1.400,15.087,"0,000001795191728","1,350185172",CONFIRMED
4.125.119.350,287.700,"1,15E+06",21.60,2.530,1.336.401.400,5598.00,4.565,8.300,-1.000,14.236,"0,000002905976526","1,070980859",CONFIRMED
4.224.642.160,140.300,"9,87E+06",7.70,9.130,1.330.910.800,6343.00,4.408,1.1400,700,15.341,"0,000001383746389","3,141655614",CANDIDATE
13.121.621.670,361.380,"1,97E+06",32.70,8.070,1.333.952.600,6140.00,4.265,1.2770,0,12.992,"0,000001147533466","1,403210604",CONFIRMED
49.622.066.900,722.200,"5,06E+06",47.60,9.390,1.371.014.900,5938.00,4.331,1.1840,1.600,13.429,"0,0000006064170347","2,248332716",CONFIRMED
8.088.016.630,183.340,"9,53E+06",46.10,7.440,1.387.351.600,5269.00,4.494,8.740,1.400,14.624,"0,0000009445043224","3,086907838",CONFIRMED
11.551.038.480,336.010,"4,03E+06",49.80,4.930,1.349.080.300,5907.00,4.395,1.0580,0,14.138,"0,00000121204831","2,006987793",CONFIRMED
4.469.754.641,181.300,"5,54E+06",37.10,4.940,1.318.440.200,5988.00,4.507,9.340,-1.200,14.769,"0,000001690062939","2,35350802",CONFIRMED
15.773.827.940,495.700,"3,14E+06",30.40,350,1.375.305.100,6283.00,4.129,1.5310,-600,13.205,"0,000001309394698","1,77087549",CONFIRMED
6.562.264.830,401.440,"2,61E+06",41.20,6.430,1.326.112.300,5878.00,4.005,1.8120,2.400,13.996,"0,000002548916738","1,614930339",CONFIRMED
20.678.763.650,463.950,"3,24E+06",42.60,6.650,1.516.924.500,5865.00,4.266,1.2720,1.600,13.598,"0,0000009348358696","1,799722201",CONFIRMED
50.790.346.480,1.084.740,"5,67E+07",508.80,580,1.356.327.590,6163.00,4.185,1.4060,-600,14.274,"0,0000008898836715","7,530670621",CONFIRMED
9.599.932.460,432.060,"2,71E+06",52.00,630,1.365.822.700,5865.00,4.266,1.2720,1.600,13.598,"0,00000187527361","1,646815108",CONFIRMED
2.024.820.500,255.000,"6,33E+05",20.20,2.480,1.323.546.500,5865.00,4.266,1.2720,1.600,13.598,"0,000005247378718","0,7956129712",CONFIRMED
201.118.319.000,1.032.800,"5,85E+06",34.70,10,1.875.698.600,5646.00,4.447,9.540,0,13.328,"0,0000002139702318","2,41826384",CONFIRMED
24.757.765.200,699.800,"4,59E+06",37.60,8.960,1.420.682.600,6106.00,4.487,9.660,-1.600,14.490,"0,000001177744966","2,141728274",CONFIRMED
12.798.317.400,640.100,"3,37E+06",38.20,7.380,1.336.497.900,5592.00,4.115,1.4510,1.600,14.513,"0,000002083932794","1,834666182",CONFIRMED
10.132.005.550,316.830,"9,12E+06",37.60,300,1.329.115.500,4777.00,4.689,5.610,-10.800,15.629,"0,000001302925658","3,019271435",CONFIRMED
38.505.224.000,594.100,"6,95E+06",35.50,6.540,1.583.049.100,5974.00,4.504,8.810,-4.200,14.777,"0,0000006428781369","2,63666456",CONFIRMED
4.612.673.600,306.430,"1,33E+06",34.30,7.550,1.327.757.000,6140.00,4.265,1.2770,0,12.992,"0,000002768007835","1,154123044",CONFIRMED
8.678.903.120,353.170,"5,41E+06",37.40,2.030,1.330.365.100,5509.00,4.308,1.1160,1.600,14.523,"0,000001695538764","2,325080644",CONFIRMED
39.313.569.900,501.370,"5,00E+06",33.80,60,1.549.376.700,6060.00,4.509,9.250,-2.200,14.476,"0,0000005313792851","2,236291573",CONFIRMED
5.945.655.160,216.040,"4,01E+06",28.50,2.290,1.339.935.900,3974.00,4.700,5.640,-600,15.026,"0,000001513990708","2,002997753",CONFIRMED
1.523.730.730,147.960,"3,65E+06",34.10,9.420,1.316.181.300,3746.00,4.736,5.100,0,15.313,"0,000004045990462","1,90971202",CONFIRMED
4.225.384.543,282.038,"7,56E+07",1457.80,740,1.375.606.891,5574.00,4.403,1.0540,4.200,14.014,"0,000002781186709","8,69655104",CONFIRMED
60.085.384.800,700.700,"4,32E+06",51.70,7.900,1.532.570.700,6028.00,4.459,1.0470,2.100,13.430,"0,0000004859057395","2,078942039",CONFIRMED
43.034.336.400,657.100,"5,42E+06",50.00,8.820,1.376.900.700,5550.00,4.476,9.110,0,13.534,"0,0000006362167738","2,327230113",CONFIRMED
46.299.105.200,524.810,"8,55E+06",55.00,250,1.558.022.300,5396.00,4.035,1.5070,-600,14.082,"0,0000004723003444","2,923867302",CANDIDATE
88.644.001.500,782.000,"6,26E+06",57.60,7.240,1.454.719.300,5661.00,4.471,9.340,0,13.748,"0,0000003675751634","2,5009998",CONFIRMED
35.011.908.750,286.800,"4,37E+06",34.00,9.270,1.503.712.600,5872.00,4.332,1.1530,1.000,13.624,"0,0000003413124399","2,089736826",CONFIRMED
16.570.992.650,290.520,"6,45E+06",40.90,5.500,1.339.070.400,5483.00,4.589,7.790,-2.200,14.640,"0,000000730493354","2,539488137",CONFIRMED
16.004.966.570,650.470,"3,78E+06",49.80,130,1.352.530.500,6384.00,4.029,1.9040,1.200,12.818,"0,00000169340664","1,942935923",CONFIRMED
1.954.525.966,209.440,"3,93E+06",43.10,6.730,1.322.967.900,5741.00,4.331,1.1360,1.600,15.356,"0,00000446485072","1,981918263",CONFIRMED
15.095.213.230,341.000,,,,1.394.743.590,,,,,15.356,"0,0000009412476072",0,CANDIDATE
7.234.003.810,216.500,"4,53E+06",34.30,320,1.376.774.200,5411.00,4.523,8.500,0,14.139,"0,000001247004228","2,12908431",CONFIRMED
6.774.089.840,262.150,"5,20E+06",33.60,260,1.359.552.400,6246.00,4.433,1.0920,700,15.368,"0,000001612455241","2,281008549",CONFIRMED
20.172.024.672,314.880,"5,37E+07",226.80,3.340,1.412.091.820,5064.00,4.474,8.640,1.800,14.711,"0,0000006504057086","7,326731877",CONFIRMED
26.410.441.990,307.150,"9,91E+06",31.20,6.740,1.493.954.100,5448.00,4.613,7.340,-3.800,15.593,"0,0000004845779056","3,148174074",CONFIRMED
8.277.457.640,271.300,"1,97E+06",17.30,2.610,1.382.566.700,5129.00,3.884,1.7810,-1.600,13.115,"0,000001365656843","1,404279175",CONFIRMED
14.375.045.820,320.800,"2,51E+06",15.70,9.270,1.390.592.400,5931.00,4.403,1.0530,0,13.286,"0,0000009298521086","1,584613518",CONFIRMED
6.312.191.710,493.770,"4,04E+06",35.60,180,1.369.331.500,6322.00,4.426,1.0750,-1.200,14.959,"0,000003259367102","2,009228708",CANDIDATE
147.973.910.000,685.400,"1,27E+07",26.40,340,2.630.856.100,5578.00,4.440,9.500,0,14.904,"0,0000001929957337","3,559634813",CONFIRMED
13.245.034.820,440.780,"1,56E+06",35.70,4.980,1.420.057.300,5636.00,4.147,1.3900,1.200,12.584,"0,000001386620238","1,249399856",CONFIRMED
77.255.072.600,1.021.400,"5,90E+06",44.00,8.370,1.593.239.900,6564.00,4.255,1.3560,-1.600,13.754,"0,0000005508807629","2,427962108",CONFIRMED
3.856.906.860,208.080,"1,28E+06",24.30,4.660,1.344.740.500,5272.00,4.574,8.130,1.200,13.746,"0,000002247915315","1,130486621",CONFIRMED
116.331.173.900,702.500,"1,59E+07",31.50,320,1.736.888.700,5354.00,4.533,8.350,0,14.767,"0,0000002516164185","3,982838184",CONFIRMED
86.049.055.000,2.928.000,"4,30E+06",8.00,2.597,2.010.385.000,5733.00,4.432,9.970,700,14.767,"0,00000141779593","2,073403",CANDIDATE
6.319.435.530,334.220,"5,81E+06",61.00,7.750,1.322.289.200,5670.00,4.397,1.0220,600,14.028,"0,00000220365146","2,410601585",CONFIRMED
12.209.517.550,418.080,"5,38E+06",45.50,7.790,3.603.204.000,5670.00,4.397,1.0220,600,14.028,"0,000001426755802","2,319698256",CONFIRMED
3.076.447.090,263.260,"2,17E+06",29.30,7.080,3.537.643.000,5670.00,4.397,1.0220,600,14.028,"0,000003565530739","1,472073368",CONFIRMED
2.119.130.050,414.100,"2,87E+05",21.50,6.700,1.325.900.000,5799.00,3.813,2.3770,1.600,7.837,"0,000008142099003","0,5357238094",FALSE POSITIVE
68.958.447.000,312.800,"1,23E+06",30.00,8.210,1.790.815.800,5455.00,4.497,8.880,600,9.439,"0,0000001890027096","1,110405331",CONFIRMED
18.795.912.760,752.350,"2,43E+07",282.30,6.950,1.458.218.540,6163.00,4.185,1.4060,-600,14.274,"0,000001667804967","4,930922835",CONFIRMED
47.763.977.280,408.000,,,,1.650.410.660,,,,,9.668,"0,0000003559167592",0,FALSE POSITIVE
63.038.036.600,737.020,"6,59E+06",53.10,210,1.691.216.100,5798.00,4.411,1.0190,0,13.605,"0,0000004871529686","2,566515147",CONFIRMED
9.693.150.230,567.250,"1,42E+06",45.10,7.340,1.328.136.200,5683.00,4.108,1.4720,1.000,12.727,"0,000002438362772","1,190798052",CONFIRMED
8.480.312.290,710.500,"3,51E+06",37.30,9.510,1.358.531.900,5910.00,4.364,1.0780,-800,14.613,"0,000003490928831","1,873766261",FALSE POSITIVE
56.188.643.600,652.720,"3,46E+06",35.60,8.730,1.463.794.500,5700.00,4.327,1.1760,3.400,13.351,"0,0000004840242605","1,860645049",CONFIRMED
6.921.014.520,435.910,"5,30E+06",39.90,7.710,1.356.434.300,4461.00,4.661,5.850,-6.000,14.832,"0,000002624314198","2,301521236",CONFIRMED
3.273.447.840,172.920,"2,63E+06",34.00,4.400,1.344.502.300,3758.00,4.769,4.960,0,14.220,"0,000002201043167","1,620185175",CONFIRMED
15.378.901.400,466.200,"1,85E+06",17.60,3.590,1.434.062.900,5817.00,3.877,2.1530,1.800,13.127,"0,000001263094125","1,360514609",CONFIRMED
134.478.518.900,592.880,"4,03E+07",149.90,9.240,1.692.814.100,5791.00,4.185,1.3360,200,13.929,"0,0000001836972443","6,350984176",CONFIRMED
5.007.414.194,135.840,"4,41E+07",196.60,9.260,1.350.240.660,5957.00,4.417,1.0420,0,13.592,"0,000001130323912","6,643718838",CANDIDATE
24.686.623.780,1.516.800,"8,05E+07",210.90,6.430,1.375.397.600,4648.00,2.996,5.1320,1.400,14.633,"0,000002560090864","8,973460871",FALSE POSITIVE
98.717.933.200,659.300,"7,32E+07",124.40,5.880,1.315.869.400,5808.00,4.583,7.860,-4.600,15.700,"0,0000002782760178","8,555699854",CONFIRMED
71.525.439.380,591.890,"5,90E+07",111.30,660,1.916.914.700,4855.00,4.542,7.780,1.200,14.521,"0,0000003448015636","7,6839443",CONFIRMED
17.504.417.260,425.850,"7,25E+06",47.50,60,1.357.473.100,5815.00,4.160,1.3290,-1.800,13.926,"0,000001013672705","2,693325082",CANDIDATE
1.720.861.290,202.430,"1,02E+08",1654.90,7.250,1.330.209.998,5742.00,4.297,1.2150,2.600,14.309,"0,000004901373157","10,09158065",CONFIRMED
56.434.993.300,473.810,"5,80E+06",47.70,190,1.514.108.200,5534.00,4.381,1.2010,0,13.668,"0,0000003498198933","2,408318916",CONFIRMED
33.788.802.800,549.600,"6,49E+06",36.00,780,1.536.538.400,6202.00,4.436,1.0620,-200,13.631,"0,0000006777393131","2,547940345",CONFIRMED
3.215.109.385,436.500,"1,58E+06",53.30,9.540,1.337.774.700,5541.00,4.472,9.340,1.200,13.405,"0,000005656883739","1,256980509",CONFIRMED
3.292.767.970,480.690,"8,07E+05",40.80,6.630,1.330.074.100,5683.00,4.108,1.4720,1.000,12.727,"0,000006082648453","0,8983317873",CONFIRMED
13.727.103.340,734.190,"1,99E+06",62.50,250,1.387.447.300,5951.00,4.017,1.6930,-800,12.119,"0,000002228529154","1,411382301",CONFIRMED
24.311.003.100,876.820,"1,84E+06",48.90,1.460,1.370.394.000,5951.00,4.017,1.6930,-800,12.119,"0,000001502783185","1,357939616",CONFIRMED
44.430.405.900,1.030.600,"2,39E+06",50.50,250,1.435.462.000,5951.00,4.017,1.6930,-800,12.119,"0,0000009664927834","1,544344521",CONFIRMED
9.341.459.250,618.000,"8,17E+05",29.40,4.550,1.323.858.100,5951.00,4.017,1.6930,-800,12.119,"0,000002756528644","0,9038805231",CONFIRMED
4.977.604.470,257.190,"2,87E+06",27.50,4.740,1.346.730.400,5353.00,4.358,1.0230,1.600,14.531,"0,000002152893036","1,694992625",CONFIRMED
21.128.565.500,385.200,"1,77E+06",12.50,3.600,1.492.763.200,5817.00,3.877,2.1530,1.800,13.127,"0,0000007596351016","1,329285522",CONFIRMED
24.485.117.800,464.200,"2,64E+06",10.90,9.870,1.376.248.000,6655.00,3.638,2.9950,-5.800,10.800,"0,0000007899356182","1,624192107",FALSE POSITIVE
7.518.545.370,284.500,"2,87E+06",19.40,1.300,1.325.307.800,5064.00,4.474,8.640,1.800,14.711,"0,000001576656931","1,693221781",CONFIRMED
86.749.080.700,917.900,"5,47E+06",35.70,30,1.702.928.100,5579.00,4.419,9.700,0,13.820,"0,0000004408788315","2,339016887",CANDIDATE
25.961.900.670,627.320,"3,50E+06",37.50,200,1.389.690.800,6369.00,4.088,1.7290,600,13.200,"0,00000100679583","1,871630305",CONFIRMED
130.354.392.900,647.400,"5,13E+07",103.70,6.750,1.440.602.200,5970.00,4.463,1.0150,1.000,15.254,"0,0000002069358723","7,161494257",CONFIRMED
1.855.557.556,235.672,"1,06E+08",1853.80,5.540,1.371.810.280,5657.00,4.441,9.470,-800,14.465,"0,000005292030223","10,28105053",CONFIRMED
3.261.759.866,175.930,"3,88E+07",190.40,9.490,1.317.788.580,6131.00,4.497,9.450,-2.400,15.280,"0,000002247380852","6,225833278",CANDIDATE
3.364.425.589,132.610,"4,84E+07",32.00,1.5970,1.316.684.300,5813.00,4.589,7.750,-5.200,15.337,"0,0000016423061","6,959166617",FALSE POSITIVE
16.781.757.880,373.860,"9,08E+06",118.80,5.020,1.397.935.600,4925.00,4.588,7.420,0,12.971,"0,0000009282400635","3,013303835",CONFIRMED
105.303.509.300,621.400,"1,36E+07",40.60,270,2.071.701.500,5534.00,4.515,8.750,0,14.986,"0,0000002458765794","3,690799371",CONFIRMED
2.549.562.652,169.990,"4,95E+06",43.70,470,1.326.080.300,3716.00,4.740,5.060,400,15.018,"0,000002778090847","2,225084268",CONFIRMED
13.969.501.810,158.710,"1,11E+07",37.00,9.010,1.321.706.200,3716.00,4.740,5.060,400,15.018,"0,0000004733824267","3,33166625",CONFIRMED
5.212.301.710,209.800,"4,30E+06",29.30,1.870,1.327.105.200,3716.00,4.740,5.060,400,15.018,"0,000001677122153","2,073644135",CONFIRMED
17.760.765.240,166.790,"1,29E+07",42.60,6.270,1.375.077.800,3826.00,4.744,5.160,-600,15.220,"0,0000003912885081","3,587756959",CONFIRMED
10.558.404.790,336.600,"1,94E+06",14.60,3.100,1.363.444.900,5353.00,4.358,1.0230,1.600,14.531,"0,000001328325659","1,393556601",CONFIRMED
20.927.358.020,342.560,"8,09E+07",263.50,9.910,1.393.257.910,6126.00,4.358,1.1090,-1.200,14.877,"0,0000006820418191","8,99499861",CANDIDATE
6.988.009.530,310.300,"1,93E+06",17.10,240,1.325.696.400,5353.00,4.358,1.0230,1.600,14.531,"0,00000185019305","1,389964028",CONFIRMED
22.824.514.400,661.700,"3,23E+06",15.90,2.790,1.444.684.300,6642.00,4.057,1.8460,-200,12.345,"0,000001207948298","1,796385259",CONFIRMED
49.101.109.300,634.100,"8,46E+06",39.70,5.200,1.364.726.500,5393.00,4.299,1.1100,2.000,15.041,"0,000000538090355","2,907920219",CONFIRMED
7.056.751.450,202.610,"1,30E+06",25.20,6.310,1.325.351.200,6388.00,4.244,1.4020,1.000,12.556,"0,000001196312977","1,140175425",CONFIRMED
34.853.690.300,533.300,"7,68E+06",27.00,4.930,1.640.466.800,5818.00,4.554,8.480,-2.200,14.876,"0,0000006375460717","2,770739973",CONFIRMED
2.414.348.680,127.010,"1,91E+06",30.00,2.210,1.324.287.800,4507.00,4.573,7.240,1.800,13.156,"0,000002191930013","1,382027496",CONFIRMED
2.466.070.972,195.590,"7,05E+06",42.60,1.2230,1.323.209.700,5708.00,4.529,8.840,-400,15.601,"0,000003304683209","2,654241888",FALSE POSITIVE
4.306.563.890,411.070,"2,57E+06",39.80,8.940,1.324.409.800,6108.00,4.466,1.0300,700,14.136,"0,000003977165347","1,603121954",CONFIRMED
12.964.717.746,183.030,"3,73E+07",183.30,1.2820,1.361.433.420,6210.00,4.450,1.0330,-1.000,14.384,"0,000000588231086","6,109746312",FALSE POSITIVE
1.731.079.436,184.190,"1,20E+08",36.20,1.4040,1.347.797.700,6045.00,4.494,9.550,-1.200,15.505,"0,000004433409105","10,94257739",FALSE POSITIVE
7.794.302.043,110.810,"3,39E+07",159.20,1.0600,1.372.603.850,5494.00,4.405,9.820,700,12.394,"0,0000005923664887","5,820137455",CONFIRMED
14.532.448.300,313.000,"1,36E+07",16.50,10,1.407.240.700,5345.00,4.473,8.600,-1.200,14.625,"0,0000008974170351","3,682254744",CONFIRMED
5.248.667.607,191.700,"6,01E+06",59.50,8.470,1.355.167.080,5807.00,4.437,1.0120,1.000,13.345,"0,000001521814792","2,451938009",CONFIRMED
7.964.314.920,153.420,"7,46E+06",44.30,1.890,1.368.164.600,5185.00,4.440,9.100,1.600,14.425,"0,0000008026427966","2,731300057",CONFIRMED
92.729.724.800,683.000,"1,26E+07",43.30,8.570,1.774.380.800,4580.00,4.641,6.750,800,14.897,"0,0000003068954793","3,546124645",CONFIRMED
1.485.710.994,228.740,"2,08E+08",1176.60,1.050,1.327.935.653,5624.00,4.432,1.0180,3.000,14.141,"0,000006414998187","14,43052321",CONFIRMED
30.523.145.900,272.860,"2,21E+07",38.70,1.0600,1.468.507.200,5518.00,4.585,7.900,-2.000,15.841,"0,0000003724768968","4,703509328",CANDIDATE
71.311.659.800,881.300,"2,14E+07",43.40,350,1.323.923.900,6194.00,4.445,1.0690,700,15.674,"0,0000005149344923","4,623851209",CONFIRMED
28.782.709.550,345.100,"8,65E+06",40.10,20,1.323.189.000,4774.00,4.580,7.450,1.200,14.649,"0,0000004995765476","2,940238086",CANDIDATE
15.444.288.750,207.910,"3,60E+07",44.90,1.2750,1.381.678.000,5895.00,4.489,9.910,2.100,15.838,"0,0000005609139279","5,996832497",FALSE POSITIVE
1.411.230.023,143.250,"3,88E+06",89.30,8.510,1.326.419.250,4575.00,4.564,7.370,1.800,13.590,"0,000004229466425","1,970279168",CONFIRMED
96.915.170.700,606.500,"8,63E+06",53.40,5.410,1.870.895.500,5162.00,4.559,7.910,0,14.031,"0,0000002607520902","2,937345741",CONFIRMED
13.474.727.420,259.950,"7,30E+06",25.30,250,1.334.899.900,5395.00,4.615,7.340,-3.400,15.164,"0,0000008038195996","2,701110883",CONFIRMED
2.295.035.150,165.400,"1,72E+06",11.60,1.600,1.326.932.900,5637.00,4.482,9.090,-600,13.090,"0,000003002858874","1,311868896",CONFIRMED
27.495.634.000,485.800,"4,83E+06",24.70,6.640,1.332.853.800,5657.00,4.401,9.110,-4.800,14.550,"0,0000007361774843","2,198408515",CONFIRMED
14.088.264.420,418.470,"8,89E+06",34.20,1.330,1.373.433.400,5853.00,4.529,8.950,-1.000,15.624,"0,000001237643579","2,982281006",CONFIRMED
3.905.081.685,282.130,"2,13E+08",1315.80,1.310,1.334.150.433,5543.00,4.540,8.870,2.100,15.127,"0,000003010287009","14,60821687",CONFIRMED
110.964.370.600,1.283.100,"1,28E+07",42.10,7.290,1.870.462.100,4441.00,4.695,5.460,-8.600,15.498,"0,0000004817987946","3,582178108",CONFIRMED
4.539.297.295,194.550,"7,98E+06",50.30,8.300,1.339.595.824,4914.00,4.610,7.240,-400,13.260,"0,000001785794028","2,825066371",CANDIDATE
6.941.358.240,188.990,"8,25E+06",43.10,8.710,1.375.437.000,5527.00,4.491,8.800,-800,13.828,"0,000001134444162","2,872281323",CONFIRMED
17.276.296.682,394.738,"1,05E+08",871.40,850,1.338.391.720,4941.00,4.599,7.380,0,14.018,"0,0000009520221243","10,22643633",CONFIRMED
31.782.111.700,385.600,"5,70E+06",21.60,1.700,1.348.645.000,5527.00,4.491,8.800,-800,13.828,"0,0000005055254609","2,387886094",CONFIRMED
4.362.732.330,223.750,"3,42E+06",25.60,7.320,1.352.334.200,5527.00,4.491,8.800,-800,13.828,"0,000002136944456","1,848242408",CONFIRMED
