koi_period,koi_duration,koi_depth,koi_model_snr,koi_impact,koi_time0bk,koi_steff,koi_slogg,koi_srad,koi_smet,koi_kepmag,duty_cycle,rp_rs,koi_disposition
20545237500,251700,2185000,18.50,9500,1379139400,5670.00,4206,270281,0,12003,"0,0000005104589324","1,47817455",FALSE POSITIVE
33601233710,440560,74259000,247.90,6700,1866803430,5149.00,4447,9300,4200,15262,"0,0000005463093059","8,617366187",CONFIRMED
6766529280,290040,4507000,29.20,4290,1380637000,5149.00,4447,9300,4200,15262,"0,000001785996853","2,122969618",CONFIRMED
4347288783,210240,4516000,39.70,250,1722334300,5754.00,4345,-248363,1600,15024,"0,00000201504902","2,125088233",CONFIRMED
4601811819,226070,7559000,60.80,5670,1699810800,4986.00,4496,8330,1600,15024,"0,000002046929276","2,749363563",CONFIRMED
11187199050,325200,3536000,21.90,3870,1371781400,4986.00,4496,8330,1600,15024,"0,000001211205766","1,880425484",CONFIRMED
4220965778,308540,22600000,157.80,7050,1706224330,3837.00,4747,5170,-600,15692,"0,00000304570897","4,75394573",CONFIRMED
6998099523,204880,202850000,192.30,624748,1718989130,5612.00,4566,8290,-1200,15877,"0,000001219854996","14,24254191",FALSE POSITIVE
5954899930,238920,14107000,87.20,3270,1709558710,4261.00,4641,6330,-600,15019,"0,000001671732542","3,755928647",CONFIRMED
12039874880,273630,12506000,57.60,2860,1812253600,4261.00,4641,6330,-600,15019,"0,0000009469575152","3,536382332",CONFIRMED
20837628950,237340,4390000,14.90,7060,1320848800,4261.00,4641,6330,-600,15019,"0,0000004745821461","2,095232684",CONFIRMED
